Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin,Medicago,Sanofi/GSK,SKYCovione,Valneva
Bulgaria,BGR,2022-09-30,3034043,508459,478547,527896,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-10-07,3041017,508934,478547,528059,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-10-14,3048580,509413,478547,528274,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-10-21,3054711,509764,478547,528391,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-10-28,3060278,510006,478547,528521,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-11-04,3064695,510216,478547,528660,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-11-11,3068996,510359,478547,528766,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-11-18,3072972,510490,478547,528900,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-11-25,3075923,510638,478547,528981,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-12-02,3078123,510733,478547,529075,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-12-09,3080038,510823,478547,529164,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-12-16,3081552,510883,478547,529255,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-12-23,3082732,510954,478547,529350,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-12-30,3086268,511774,478547,529532,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-01-06,3086932,511817,478547,529653,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-01-13,3088091,511845,478547,529800,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-01-20,3088872,511876,478547,529924,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-01-27,3089394,511909,478547,530022,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-02-03,3089808,511914,478547,530124,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-02-10,3090202,511919,478547,530219,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-02-17,3090527,511923,478547,530315,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-02-24,3090829,511929,478547,530406,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-03-03,3091073,511932,478547,530463,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-03-10,3091481,511942,478547,530557,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-03-17,3091914,511950,478547,530670,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-03-24,3092188,511956,478547,530750,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-03-31,3092413,511958,478547,530868,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-04-07,3092662,511962,478547,530986,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2023-04-14,3092862,511964,478547,531082,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2020-12-19,12360,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2020-12-26,46153,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-01-02,67350,1778,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-01-09,168861,46739,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-01-16,304252,76759,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-01-23,394843,145016,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-01-30,440208,175760,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-02-06,500380,195489,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-02-13,575145,237442,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-02-20,1126951,394662,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-02-27,1482190,437566,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-03-06,1910930,517476,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-03-13,2440027,581812,75900,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-03-20,2931403,788947,309989,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-03-27,3823835,937452,438922,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-04-03,4910486,1108412,485069,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-04-10,6032437,1395102,717052,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-04-17,7182871,1837142,1108149,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-04-24,8196653,2275546,1684437,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-05-01,9258143,2588182,2060977,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-05-08,10883178,2966045,2180942,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-05-15,12856273,3576990,2214939,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-05-22,14991375,4065077,2219361,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-05-29,16781130,4627756,2264750,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-06-05,18945479,5019209,2368969,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-06-12,21351774,5392212,2500235,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-06-19,23818450,5892721,2620750,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-06-26,25575834,7567387,2709503,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-07-03,27702396,8945514,2741580,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-07-10,29670161,10372585,2763608,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-07-17,31282434,11384432,2772858,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-07-24,33075248,11906209,2778864,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-07-31,34499349,12205417,2784244,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-08-07,35320450,12421740,2788899,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-08-14,36023261,12661548,2792702,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-08-21,36648817,12870327,2795267,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-08-28,37197478,13047665,2795267,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-09-04,37668256,13192599,2795267,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-09-11,38143708,13335606,2795267,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-09-18,38635276,13480076,2795267,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-09-25,39197999,13645000,2795596,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-10-02,39644090,13762311,2796380,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-10-09,40073574,13877343,2797075,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-10-16,40476212,13991472,2797856,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-10-23,40874856,14117012,2798729,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-10-30,41241914,14231859,2798729,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-11-06,41582874,14335040,2799417,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-11-13,41966248,14439822,2799540,135,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-11-20,42347360,14569536,2799540,2500,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-11-27,42890419,14703849,2799658,5184,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-12-04,43750128,14848486,2800492,6771,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-12-11,44723657,15045665,2802005,8406,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-12-18,46179737,15420590,2803207,9578,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-12-25,47705307,16075295,2804181,10785,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-01-01,48649614,16867350,2804637,11621,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-01-08,49704847,18291982,2805376,12955,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-01-15,50646492,19878625,2806441,14091,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-01-22,51587653,21071535,2807740,15300,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-01-30,52546859,21809156,2808800,16215,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-02-06,53275635,22161502,2809644,16921,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-02-13,53843325,22389238,2810401,17644,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-02-20,54288509,22525121,2811262,18082,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-02-27,54577892,22607582,2811530,18447,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-03-06,54775831,22652159,2811663,18890,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-03-13,54941595,22688789,2811871,19132,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-03-20,55108145,22719974,2812040,19489,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-03-27,55256330,22750944,2812309,19744,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-04-03,55455912,22792342,2812436,20013,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-04-10,55713839,22884164,2812492,20216,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-04-24,56399253,23197962,2812492,20587,0,0,0,0,1085,0,0,0,0,0
Canada,CAN,2022-05-08,57038377,23526609,2812492,20991,0,0,0,0,5153,0,0,0,0,0
Canada,CAN,2022-05-22,57488422,23758309,2812492,21455,0,0,0,0,7800,0,285,0,0,0
Canada,CAN,2022-06-19,58113606,24087160,2812606,22084,0,0,0,0,12114,0,518,0,0,0
Canada,CAN,2022-07-17,58721645,24380856,2812975,22408,0,0,0,0,18691,0,580,0,0,0
Canada,CAN,2022-08-14,59570614,24803177,2813475,22748,0,0,0,0,21948,0,863,0,0,0
Canada,CAN,2022-09-11,60249566,25160983,2813832,23041,0,0,0,0,23868,0,863,0,0,0
Canada,CAN,2022-10-09,60482824,26922874,2814449,23265,0,0,0,0,25477,0,863,0,0,0
Canada,CAN,2022-11-06,61922799,28269709,2815029,23414,0,0,0,0,27087,0,863,0,0,0
Canada,CAN,2022-12-04,63482165,28804585,2815498,23591,0,0,0,0,28433,0,863,0,0,0
Chile,CHL,2020-12-24,420,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2020-12-25,5199,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2020-12-26,8339,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2020-12-27,8648,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-04,9053,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-05,10497,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-06,10703,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-08,10704,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-10,10705,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-11,10706,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-13,11739,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-14,18656,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-15,22087,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-16,22177,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-18,33226,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-19,52593,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-20,61902,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-21,64958,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-22,65373,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-25,66793,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-26,67407,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-27,67442,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-29,67447,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-30,67448,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-01-31,67449,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-01,67450,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-02,67460,0,0,0,0,13189,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-03,67463,0,0,0,0,183394,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-04,69593,0,0,0,0,357239,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-05,70284,0,0,0,0,525901,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-06,70290,0,0,0,0,553745,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-07,70293,0,0,0,0,562378,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-08,82097,0,0,0,0,783594,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-09,101584,0,0,0,0,1025778,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-10,110040,0,0,0,0,1297885,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-11,113116,0,0,0,0,1548929,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-12,113476,0,0,0,0,1777902,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-13,113509,0,0,0,0,1807422,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-14,113509,0,0,0,0,1811888,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-15,113513,0,0,0,0,2077666,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-16,113527,0,0,0,0,2297664,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-17,113527,0,0,0,0,2485638,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-18,113530,0,0,0,0,2640861,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-19,113533,0,0,0,0,2782947,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-20,113535,0,0,0,0,2792585,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-21,113535,0,0,0,0,2793748,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-22,125651,0,0,0,0,2889754,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-23,150496,0,0,0,0,2959147,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-24,179014,0,0,0,0,3016894,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-25,212763,0,0,0,0,3069253,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-26,242518,0,0,0,0,3117916,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-27,248844,0,0,0,0,3121640,0,0,0,0,0,0,0,0
Chile,CHL,2021-02-28,248846,0,0,0,0,3121992,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-01,263750,0,0,0,0,3244645,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-02,294674,0,0,0,0,3385072,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-03,313250,0,0,0,0,3678318,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-04,322368,0,0,0,0,3979643,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-05,328129,0,0,0,0,4271752,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-06,328476,0,0,0,0,4305196,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-07,328592,0,0,0,0,4313052,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-08,341192,0,0,0,0,4650964,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-09,378785,0,0,0,0,4989799,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-10,420410,0,0,0,0,5349434,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-11,466161,0,0,0,0,5720706,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-12,483579,0,0,0,0,6077655,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-13,484132,0,0,0,0,6127577,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-14,484132,0,0,0,0,6134168,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-15,508069,0,0,0,0,6540596,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-16,561642,0,0,0,0,6897371,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-17,617195,0,0,0,0,7209202,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-18,666855,0,0,0,0,7494625,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-19,690042,0,0,0,0,7766118,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-20,691966,0,0,0,0,7798410,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-21,691976,0,0,0,0,7802425,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-22,728105,0,0,0,0,8035156,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-23,788056,0,0,0,0,8216209,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-24,840975,0,0,0,0,8382456,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-25,895623,0,0,0,0,8540618,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-26,934103,0,0,0,0,8719962,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-27,936139,0,0,0,0,8733628,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-28,936139,0,0,0,0,8735022,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-29,958230,0,0,0,0,8979824,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-30,1015757,0,0,0,0,9201079,0,0,0,0,0,0,0,0
Chile,CHL,2021-03-31,1061958,0,0,0,0,9435326,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-01,1085768,0,0,0,0,9715022,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-02,1085995,0,0,0,0,9721904,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-03,1086188,0,0,0,0,9724941,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-04,1086199,0,0,0,0,9726064,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-05,1117382,0,0,0,0,9979887,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-06,1200210,0,0,0,0,10137062,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-07,1289528,0,0,0,0,10281169,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-08,1367833,0,0,0,0,10442559,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-09,1417112,0,0,0,0,10612380,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-10,1424949,0,0,0,0,10630592,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-11,1425455,0,0,0,0,10632544,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-12,1490304,0,0,0,0,10804958,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-13,1578572,0,0,0,0,10952171,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-14,1668188,0,0,0,0,11092283,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-15,1736281,0,0,0,0,11231573,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-16,1787072,0,0,0,0,11375219,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-17,1793004,0,0,0,0,11391593,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-18,1793684,0,0,0,0,11393556,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-19,1817781,0,0,0,0,11564781,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-20,1862311,0,0,0,0,11709827,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-21,1908402,0,0,0,0,11841504,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-22,1955595,0,0,0,0,11995236,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-23,1984604,0,0,0,0,12150037,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-24,1987006,0,0,0,0,12165338,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-25,1987008,0,0,0,0,12166382,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-26,2032434,0,0,0,0,12317894,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-27,2096353,0,0,0,0,12425653,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-28,2151271,0,3606,0,0,12536422,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-29,2183873,0,10151,0,0,12652876,0,0,0,0,0,0,0,0
Chile,CHL,2021-04-30,2214952,0,23885,0,0,12696099,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-01,2216129,0,24171,0,0,12696937,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-02,2216524,0,24353,0,0,12697828,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-03,2240466,0,44453,0,0,12805909,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-04,2286663,0,61226,0,0,12912790,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-05,2335291,0,71055,0,0,13029667,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-06,2376216,0,78272,0,0,13139972,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-07,2410262,0,82419,0,0,13249956,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-08,2415999,0,83089,0,0,13269150,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-09,2416066,0,83159,0,0,13270425,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-10,2455640,0,86115,0,0,13401846,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-11,2521872,0,88098,0,0,13526536,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-12,2581404,0,89765,0,0,13648852,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-13,2629385,0,90317,0,0,13758134,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-14,2674378,0,90562,0,0,13872571,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-15,2674673,0,90602,0,0,13873702,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-16,2674756,0,90602,0,0,13874060,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-17,2728202,0,90897,0,0,13992182,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-18,2806942,0,92327,0,0,14096023,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-19,2886577,0,98845,0,0,14177061,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-20,2957648,0,105564,0,0,14291328,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-21,2964851,0,105635,0,0,14293907,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-22,2977565,0,106128,0,0,14313926,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-23,2978696,0,106148,0,0,14317067,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-24,3053019,0,118560,0,0,14467526,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-25,3164566,0,136135,0,0,14585363,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-26,3238811,0,161525,0,0,14714902,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-27,3295588,0,195461,0,0,14827567,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-28,3343691,0,227572,0,0,14933874,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-29,3355958,0,236018,0,0,14960564,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-30,3357522,0,237411,0,0,14967709,0,0,0,0,0,0,0,0
Chile,CHL,2021-05-31,3425724,0,281214,0,0,15071522,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-01,3529195,0,326633,0,0,15133924,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-02,3609340,0,359119,0,0,15202340,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-03,3656943,0,361466,0,0,15276708,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-04,3681510,0,363021,0,0,15361584,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-05,3686628,0,363332,0,0,15383988,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-06,3687221,0,363363,0,0,15386591,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-07,3698993,0,365319,0,0,15527003,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-08,3712669,0,367006,0,0,15676550,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-09,3724989,0,368977,0,0,15839365,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-10,3738996,0,370266,0,0,16014201,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-11,3755907,0,371503,0,0,16171144,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-12,3758724,0,371832,0,0,16200132,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-13,3759270,0,371847,0,0,16201597,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-14,3791382,0,373020,0,0,16386028,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-15,3844673,0,373839,0,0,16539229,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-16,3916402,0,374708,0,0,16689789,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-17,3983228,0,375489,0,0,16803354,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-18,4020874,0,376337,0,0,16869898,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-19,4032413,0,376481,0,0,16894716,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-20,4033644,0,376491,0,0,16897422,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-21,4043382,0,376616,0,0,16907283,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-22,4206931,0,378447,0,0,17047558,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-23,4322468,0,380719,0,0,17169182,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-24,4408717,0,384177,0,0,17269363,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-25,4481568,0,388242,0,0,17353774,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-26,4502605,0,389483,0,0,17374389,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-27,4504857,0,389573,0,0,17376469,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-28,4507562,0,389739,0,0,17378008,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-29,4641420,0,395558,0,0,17456115,0,0,0,0,0,0,0,0
Chile,CHL,2021-06-30,4773738,0,399828,0,0,17501854,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-01,4909091,0,402881,0,0,17532454,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-02,5007046,0,405471,0,0,17562378,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-03,5030373,0,406063,0,0,17573039,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-04,5033380,0,406131,0,0,17574087,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-05,5127287,0,409991,0,0,17621317,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-06,5196927,0,413598,0,0,17671051,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-07,5290779,0,416665,0,0,17731675,0,0,0,0,0,0,0,0
Chile,CHL,2021-07-08,5367201,0,418896,0,0,17805985,0,0,0,0,0,0,0,0
